customerID,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ServiceID
3074-GQWYX,Yes,Fiber optic,No,No,No,No,No,No,S9055
1492-QGCLU,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,S9056
6845-RGTYS,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,S9057
7328-OWMOM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9058
4418-LZMSV,No,DSL,No,Yes,Yes,Yes,No,No,S9059
5155-AZQPB,Yes,DSL,No,No,No,No,No,No,S9060
8861-HGGKB,Yes,Fiber optic,No,No,No,No,No,Yes,S9061
1087-GRUYI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9062
7065-YUNRY,No,DSL,No,No,No,No,No,No,S9063
7694-VLBWQ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S9064
2546-KZAAT,No,DSL,Yes,Yes,No,No,Yes,Yes,S9065
0181-RITDD,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S9066
5989-PGKJB,No,Fiber optic,No,Yes,No,No,No,Yes,S9067
4795-KTRTH,Yes,Fiber optic,No,Yes,No,No,No,No,S9068
8272-ONJLV,No,Fiber optic,No,No,Yes,No,Yes,Yes,S9069
1488-PBLJN,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S9070
0308-GIQJT,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,S9071
3778-FOAQW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9072
4452-ROHMO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9073
6481-OGDOO,No,Fiber optic,Yes,Yes,No,No,No,Yes,S9074
3090-LETTY,Yes,DSL,Yes,Yes,No,No,No,No,S9075
5349-AZPEW,No phone service,DSL,No,No,No,No,No,No,S9076
3753-TSEMP,No,Fiber optic,No,No,No,No,Yes,Yes,S9077
8305-VHZBZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9078
9720-JJJOR,No,DSL,Yes,Yes,Yes,No,No,No,S9079
8100-HZZLJ,No,DSL,Yes,Yes,No,No,No,Yes,S9080
8775-ERLNB,Yes,Fiber optic,No,No,No,No,No,No,S9081
8309-IEYJD,No,Fiber optic,No,No,No,No,No,No,S9082
9172-JITSM,No,Fiber optic,No,No,No,No,Yes,Yes,S9083
6298-QDFNH,Yes,Fiber optic,No,Yes,No,No,No,No,S9084
7398-HPYZQ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S9085
3546-GHEAE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9086
7361-YPXFS,Yes,DSL,No,Yes,Yes,Yes,No,No,S9087
6557-BZXLQ,No,Fiber optic,No,No,No,No,No,No,S9088
2550-QHZGP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9089
7519-JTWQH,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S9090
2538-OIMXF,No phone service,DSL,No,No,No,No,No,No,S9091
8543-MSDMF,No,DSL,Yes,No,Yes,No,Yes,Yes,S9092
9961-JBNMK,No,Fiber optic,No,No,Yes,No,Yes,Yes,S9093
1170-SASML,Yes,Fiber optic,No,Yes,Yes,No,No,No,S9094
4872-JCVCA,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,S9095
5346-BZCHP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9096
2038-LLMLM,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S9097
6173-ITPWD,Yes,Fiber optic,No,Yes,Yes,No,No,No,S9098
9734-UYXQI,Yes,DSL,No,No,No,No,No,No,S9099
1216-BGTSP,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,S9100
4138-NAXED,Yes,Fiber optic,No,Yes,No,No,No,No,S9101
2189-UXTKY,Yes,DSL,Yes,No,No,Yes,Yes,Yes,S9102
0744-BIKKF,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S9103
7483-IQWIB,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,S9104
5248-KWLAR,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S9105
4958-GZWIY,No,DSL,No,No,Yes,No,No,No,S9106
7996-MHXLW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9107
7833-PKIHD,No,DSL,Yes,No,No,Yes,Yes,Yes,S9108
7061-OVMIM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9109
5153-RTHKF,Yes,Fiber optic,No,No,No,No,Yes,No,S9110
1852-QSWCD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9111
4832-VRBMR,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S9112
9079-LWTFD,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,S9113
6356-ELRKD,No,Fiber optic,Yes,No,No,No,Yes,Yes,S9114
8624-GIOUT,Yes,DSL,Yes,Yes,No,No,No,No,S9115
3392-EHMNK,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,S9116
5986-WWXDV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9117
3061-BCKYI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9118
6179-GJPSO,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,S9119
7901-TBKJX,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S9120
7228-PAQPD,No,DSL,No,No,No,Yes,No,Yes,S9121
3177-LASXD,No,Fiber optic,No,No,No,No,No,No,S9122
7746-QYVCO,No,DSL,Yes,Yes,No,No,No,No,S9123
5804-HYIEZ,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,S9124
9919-FZDED,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,S9125
5934-TSSAU,No,Fiber optic,No,No,Yes,No,No,No,S9126
3486-KHMLI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9127
4897-QSUYC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9128
1084-UQCHV,No,Fiber optic,No,No,No,No,No,No,S9129
8290-YWKHZ,Yes,Fiber optic,No,No,No,No,Yes,Yes,S9130
2955-BJZHG,No,Fiber optic,No,No,No,No,Yes,No,S9131
3806-DXQOM,No phone service,DSL,Yes,Yes,No,No,No,No,S9132
6784-XYJAE,Yes,DSL,No,No,Yes,No,No,No,S9133
3933-DQPWX,No phone service,DSL,No,Yes,Yes,Yes,No,No,S9134
6661-EIPZC,No phone service,DSL,No,No,No,Yes,No,No,S9135
8957-THMOA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9136
2251-PYLPB,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,S9137
5555-RNPGT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9138
1057-FOGLZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9139
9300-RENDD,No,Fiber optic,No,No,No,No,Yes,No,S9140
0761-AETCS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9141
8087-LGYHQ,No,Fiber optic,No,No,Yes,No,Yes,Yes,S9142
4137-BTIKL,Yes,Fiber optic,Yes,No,No,No,No,Yes,S9143
2190-BCXEC,Yes,Fiber optic,No,No,No,Yes,No,No,S9144
6227-FBDXH,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S9145
2153-MREFK,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,S9146
2911-WDXMV,Yes,Fiber optic,No,No,Yes,No,No,No,S9147
7206-PQBBZ,No,Fiber optic,No,No,No,No,No,No,S9148
3106-ULWFW,Yes,Fiber optic,No,No,No,No,No,Yes,S9149
0925-VYDLG,Yes,Fiber optic,No,No,No,No,No,No,S9150
4547-FZJWE,No,DSL,Yes,No,No,No,No,Yes,S9151
7422-WNBTY,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,S9152
0842-IWYCP,No,DSL,No,No,No,No,No,No,S9153
3521-HTQTV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9154
3744-ZBHON,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9155
3373-DIUUN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9156
8383-SGHJU,Yes,DSL,Yes,No,No,Yes,No,No,S9157
7607-QKKTJ,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,S9158
7707-PYBBH,No,DSL,Yes,Yes,No,Yes,No,No,S9159
8984-HPEMB,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S9160
4349-GFQHK,Yes,DSL,No,No,Yes,No,No,No,S9161
4139-DETXS,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S9162
9779-DPNEJ,No,Fiber optic,No,No,No,No,No,Yes,S9163
9805-FILKB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9164
5793-YOLJN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9165
0673-IGUQO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9166
4123-FCVCB,Yes,DSL,No,No,No,Yes,Yes,Yes,S9167
8819-IMISP,Yes,Fiber optic,No,Yes,No,No,No,No,S9168
7802-EFKNY,No phone service,DSL,No,No,No,No,No,No,S9169
8311-UEUAB,Yes,DSL,Yes,No,No,No,Yes,Yes,S9170
5858-EAFCZ,No,DSL,No,No,No,No,No,No,S9171
8035-BUYVG,No phone service,DSL,Yes,Yes,Yes,No,No,No,S9172
1163-ONYEY,Yes,DSL,Yes,Yes,Yes,No,Yes,No,S9173
9787-XVQIU,Yes,Fiber optic,No,No,No,No,No,No,S9174
8945-MUQUF,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,S9175
5656-MJEFC,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,S9176
6082-OQFBA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9177
8051-HJRLT,No,Fiber optic,No,No,No,No,No,No,S9178
8974-OVACP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9179
4010-YLMVT,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,S9180
1379-FRVEB,Yes,Fiber optic,No,Yes,No,No,Yes,No,S9181
8612-GXIDD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9182
6288-CHQJB,No,DSL,Yes,No,Yes,Yes,No,Yes,S9183
8160-HOWOX,No,DSL,No,No,No,No,Yes,Yes,S9184
3023-GFLBR,Yes,Fiber optic,No,No,No,No,No,Yes,S9185
6648-INWPS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9186
4223-BKEOR,No,DSL,Yes,No,Yes,No,No,Yes,S9187
4079-VTGLK,Yes,DSL,No,No,Yes,No,Yes,Yes,S9188
1763-WQFUK,No,DSL,No,No,No,Yes,No,No,S9189
1391-UBDAR,No,Fiber optic,No,No,Yes,No,No,No,S9190
8894-JVDCV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S9191
2023-VQFDL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9192
1345-GKDZZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9193
2014-MKGMH,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S9194
5628-FCGYG,Yes,Fiber optic,No,No,No,No,No,Yes,S9195
2560-WBWXF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9196
0248-IPDFW,Yes,DSL,No,No,No,No,No,No,S9197
7978-DKUQH,No,Fiber optic,No,No,Yes,No,No,No,S9198
4335-UPJSI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9199
0524-IAVZO,Yes,Fiber optic,No,No,No,No,No,Yes,S9200
2737-YNGYW,No,Fiber optic,No,No,No,No,No,Yes,S9201
1784-EZDKJ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S9202
9297-FVVDH,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,S9203
8007-YYPWD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9204
7101-HRBLJ,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S9205
5159-YFPKQ,No,Fiber optic,No,No,Yes,No,No,No,S9206
6635-CPNUN,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,S9207
4021-RQSNY,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S9208
5453-YBTWV,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,S9209
5039-LZRQT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9210
2931-VUVJN,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,S9211
9061-TIHDA,Yes,Fiber optic,No,No,No,No,Yes,Yes,S9212
8699-ASUFO,Yes,Fiber optic,No,No,No,No,No,No,S9213
6418-PIQSP,No,DSL,Yes,No,Yes,Yes,Yes,Yes,S9214
8220-OCUFY,No,DSL,Yes,No,Yes,Yes,No,No,S9215
3995-WFCSM,No,DSL,No,No,Yes,No,No,Yes,S9216
1895-QTKDO,No,DSL,No,No,No,No,No,No,S9217
2038-OEQZH,No,Fiber optic,No,No,Yes,No,No,Yes,S9218
1178-PZGAB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9219
7927-AUXBZ,No,Fiber optic,No,No,No,Yes,Yes,No,S9220
2626-VEEWG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9221
2878-RMWXY,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,S9222
1657-DYMBM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9223
7311-MQJCH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9224
7375-WMVMT,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,S9225
1136-XGEQU,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,S9226
2530-FMFXO,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S9227
6844-DZKRF,No,DSL,No,No,No,Yes,No,No,S9228
4695-WJZUE,Yes,Fiber optic,No,No,Yes,No,No,Yes,S9229
7619-ODSGN,Yes,DSL,Yes,No,No,No,No,No,S9230
5970-GHJAW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9231
8879-XUAHX,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S9232
3689-MOZGR,No phone service,DSL,No,No,No,Yes,No,No,S9233
4195-PNGZS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9234
5003-XZWWO,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,S9235
3988-RQIXO,No,Fiber optic,No,No,No,No,Yes,Yes,S9236
7622-FWGEW,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S9237
6922-NCEDI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9238
2514-GINMM,No,Fiber optic,No,No,No,No,Yes,No,S9239
9891-NQDBD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9240
6131-IUNXN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9241
8548-AWOFC,Yes,DSL,No,No,No,Yes,No,Yes,S9242
9798-DRYDS,Yes,DSL,No,No,Yes,Yes,No,No,S9243
8532-UEFWH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9244
6296-DDOOR,No,DSL,No,Yes,No,No,Yes,No,S9245
7951-VRDVK,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S9246
5931-FLJJF,No,Fiber optic,No,No,No,No,No,No,S9247
4815-YOSUK,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,S9248
2659-VXMWZ,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,S9249
0380-NEAVX,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,S9250
3207-OYBWH,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,S9251
4285-GYRQC,No,Fiber optic,No,No,Yes,No,Yes,No,S9252
7216-EWTRS,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S9253
4365-MSDYN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9254
7036-TYDEC,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S9255
5802-ADBRC,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,S9256
8076-FEZKJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9257
5197-YPYBZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9258
8337-MSSXB,No,Fiber optic,No,Yes,No,No,No,Yes,S9259
4312-GVYNH,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,S9260
8495-LJDFO,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,S9261
0839-JTCUD,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S9262
5494-WOZRZ,No,DSL,Yes,No,Yes,Yes,Yes,Yes,S9263
1302-UHBDD,No,Fiber optic,No,No,No,No,Yes,Yes,S9264
2234-EOFPT,No,DSL,Yes,Yes,No,Yes,Yes,Yes,S9265
8619-IJNDK,No,DSL,Yes,Yes,Yes,Yes,No,No,S9266
8378-LKJAF,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S9267
8182-BJDSI,Yes,Fiber optic,No,Yes,No,No,No,Yes,S9268
2528-HFYZX,No,Fiber optic,No,Yes,No,No,No,No,S9269
1153-GNOLC,No phone service,DSL,No,Yes,No,No,Yes,No,S9270
3298-QEICA,No phone service,DSL,Yes,No,No,Yes,No,No,S9271
0788-DXBFY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9272
3597-YASZG,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,S9273
3496-LFSZU,No,Fiber optic,No,No,No,No,No,No,S9274
5242-UOWHD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9275
2482-CZGBB,No,Fiber optic,No,No,No,No,No,No,S9276
6479-SZPLM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9277
8097-VBQTZ,No,DSL,Yes,Yes,No,Yes,Yes,No,S9278
4500-HKANN,Yes,DSL,No,Yes,No,Yes,No,No,S9279
9917-KWRBE,Yes,DSL,Yes,Yes,Yes,No,Yes,No,S9280
3420-ZDBMA,No,Fiber optic,No,No,No,No,No,No,S9281
2212-LYASK,No phone service,DSL,No,Yes,Yes,No,No,Yes,S9282
1393-IMKZG,No,Fiber optic,No,No,No,Yes,Yes,Yes,S9283
8069-RHUXK,No phone service,DSL,Yes,No,No,Yes,No,No,S9284
3398-GCPMU,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S9285
2908-WGAXL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9286
3378-AJRAO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9287
1013-QCWAM,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S9288
0866-QLSIR,Yes,DSL,Yes,Yes,No,Yes,No,No,S9289
6050-FFXES,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S9290
7181-BQYBV,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,S9291
0362-RAOQO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9292
9554-DFKIC,Yes,DSL,Yes,No,No,No,No,No,S9293
5527-ACHSO,No,DSL,No,No,No,Yes,Yes,Yes,S9294
0829-DDVLK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9295
1399-UBQIU,No,DSL,No,No,Yes,No,Yes,Yes,S9296
1813-JLKWR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9297
0336-PIKEI,No,DSL,Yes,Yes,Yes,Yes,Yes,No,S9298
7322-OCWHC,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,S9299
9537-VHDTA,No,DSL,Yes,No,No,No,No,No,S9300
4957-TIALW,No,DSL,Yes,Yes,Yes,Yes,No,No,S9301
2054-PJOCK,Yes,DSL,No,No,Yes,Yes,Yes,Yes,S9302
9150-HEPMB,No,DSL,Yes,No,Yes,No,No,No,S9303
9030-QGZNL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9304
6204-IEUXJ,No,Fiber optic,No,No,Yes,Yes,No,No,S9305
3126-WQMGH,Yes,DSL,No,No,No,No,No,No,S9306
4529-CKBCL,No,Fiber optic,No,No,No,No,Yes,No,S9307
2506-CLAKW,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,S9308
7176-WRTNX,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S9309
1583-IHQZE,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S9310
5732-IKGQH,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,S9311
9239-GZHZE,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S9312
7205-BAIAD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9313
0151-ONTOV,No,Fiber optic,No,No,No,No,No,No,S9314
4140-MUHUG,No,Fiber optic,No,No,Yes,No,Yes,No,S9315
0093-EXYQL,No,Fiber optic,No,No,No,No,Yes,Yes,S9316
8064-RAVOH,No,DSL,No,No,Yes,No,No,No,S9317
0219-QAERP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9318
0320-JDNQG,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,S9319
7180-PISOG,Yes,Fiber optic,No,No,No,No,No,No,S9320
9168-INPSZ,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S9321
3571-RFHAR,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S9322
0015-UOCOJ,No,DSL,Yes,No,No,No,No,No,S9323
5334-AFQJB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S9324
2754-SDJRD,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,S9325
9578-VRMNM,Yes,DSL,No,No,Yes,No,No,Yes,S9326
1587-FKLZB,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S9327
6140-QNRQQ,No,Fiber optic,No,No,No,No,No,No,S9328
8963-JLGJT,No,DSL,Yes,No,Yes,No,No,No,S9329
4307-KTUMW,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,S9330
1465-LNTLJ,No,DSL,No,No,Yes,Yes,No,Yes,S9331
5440-FLBQG,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S9332
2135-DQWAQ,No,Fiber optic,No,Yes,No,No,Yes,No,S9333
4056-QHXHZ,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,S9334
